idx,city,region_idx,name,name_en,property_type,grade,tel,address,rating_hotelscombined,rating_booking,rating_tripadvisor,rating_naver,website,detail_url
1,강원,1,강릉 수와래 펜션,Gangneng Soowarae Pension,펜션,3급,,사천면 순포안길 24,8.5,7.5,,,http://suwarae.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070298343?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
2,강원,2,강릉 수와래 펜션,Gangneng Soowarae Pension,펜션,3급,,사천면 순포안길 24,8.7,,,,http://suwarae.kr/,https://hotels.naver.com/KR1000013/hotels/N4919970?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
3,강원,3,파도소리 스파펜션,Samcheok Padosori Pension,펜션,3급,,삼척로 4246-30,8.3,,,,http://www.padosorips.com/,https://hotels.naver.com/KR1000013/hotels/N5280272?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
4,강원,4,강릉 올래앤다올 스파펜션,Gangneung Olraeendaol Spa Pension,펜션,3급,,저동골길 5-1,8.3,,,,,https://hotels.naver.com/KR1000013/hotels/KYK1070322493?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
5,강원,5,강릉 스테이다시올게 풀빌라 펜션,Gangneung Staydasiolgae Poolvillapension,펜션,3급,,강원특별자치도 강릉시 사천면 가둔지길 34-5,,,,,https://againpoolvilla.kr/,https://hotels.naver.com/KR1000013/hotels/KYK10544652?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
6,강원,6,산토리니펜션,Sokcho Santolini Pension,펜션,3급,,해오름로 77-6,8.8,,,,https://www.scsantorini.com/,https://hotels.naver.com/KR1000013/hotels/N5283726?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
7,강원,7,환상의성,Yangyang hwansangeui seong pension,펜션,3급,,현북면 어성전길 384,8.5,,,,http://www.hwansang.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK4968296?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
8,강원,8,강릉 글래드 펜션,Gangneung Glad Pension,펜션,3급,,연곡면 영진길 108,9.6,,,,http://gladps.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7835508?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
9,강원,9,삼척 솔비치 펜션,Samcheok Sol Beach Pension,펜션,3급,,근덕면 삼척로 2210-11,6.7,,,,http://solbeachps.com/,https://hotels.naver.com/KR1000013/hotels/N5258733?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
10,강원,10,강릉 S9 스파펜션,Gangneung Gyeongpodae S9 Beach Familyspa,펜션,3급,,해안로 349,9.4,,,,http://s9pension.com/,https://hotels.naver.com/KR1000013/hotels/N5280378?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
11,강원,11,니나랑 펜션,Gangreung Ninarang Spa Pension,펜션,3급,,강동면 안인진길 34-22,8.9,,,,https://ninarang.kr/,https://hotels.naver.com/KR1000013/hotels/N4013018?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
12,강원,12,삼척 들꽃펜션,Samcheok Duelkkot Pension,펜션,3급,,근덕면 용화안길 225,10,,,,http://fieldflower.kr/,https://hotels.naver.com/KR1000013/hotels/N5258779?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
13,강원,13,강릉 베이스캠프 펜션,Gangneung Basecamp Pension,펜션,3급,,사천면 해안로 940-12,8.4,7,,,https://4000basecamp.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7835500?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
14,강원,14,강릉 카루89펜션,Karu89,펜션,4급,,강원 강릉시 하남길 341-1,9.1,,,,http://caru89.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7231189?adultCnt=2&pageIndex=1&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
15,강원,15,강릉 끄레소스테이 펜션,Gangneung Cresostay pension,펜션,3급,,안현로 85-22,8.9,,,,https://cresospa.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7231158?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
16,강원,16,고성 수스테이,Goseong Sustay Pension,펜션,4급,,죽왕면 송지호로 54,7.2,1,,,https://site.onda.me/132559,https://hotels.naver.com/KR1000013/hotels/KYK9189834?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
17,강원,17,강릉 안목을높이다펜션,Gangneung Raise Your Eyes Pension,펜션,3급,,강원도 강릉시 창해로 27,9.2,,,,http://www.xn--f90b2yp4ozylvmcji.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070588831?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
18,강원,18,오색 짱 펜션,Osaek Jangjang Pension,펜션,4급,,대한민국 강원특별자치도 양양,8.8,,,,,https://hotels.naver.com/KR1000013/hotels/KYK7233112?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
19,강원,19,G7 오션뷰펜션,Gangneung Pension G7 Spa Pension,펜션,3급,,주문진읍 해안로 1939-8,8.7,,,,http://g7pension.co.kr/,https://hotels.naver.com/KR1000013/hotels/N5278236?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
20,강원,20,망상비치호텔&펜션,Mangsang Beach Pension,펜션,2급,,옥계면 도직길 7-12,7,,,,,https://hotels.naver.com/KR1000013/hotels/N4996406?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
21,강원,21,삼척 장호 산호 펜션,Samcheok jangho sanho Pension,펜션,3급,,근덕면 장호1길 29,8.5,,,,http://yhjisops.co.kr/,https://hotels.naver.com/KR1000013/hotels/N5258768?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
22,강원,22,강릉 넘버25호텔 강릉 경포점,No. 25 Gangneung Gyeongpo Branch,펜션,2급,033-644-0507,해안로 545,8.2,,,,http://num25.kr/,https://hotels.naver.com/KR1000013/hotels/N3033220?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
23,강원,23,구름위의 테라스 펜션,Terrace on the Cloud,펜션,3급,033-333-7733,대관령면 경강로 5413,9.4,9.4,,,http://www.terrace700.co.kr/,https://hotels.naver.com/KR1000013/hotels/N3050152?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
24,강원,24,어울림펜션,Gangneung Awoolim Pension,펜션,3급,,연곡면 해안로 1377,,,,,http://awoolim.kr/,https://hotels.naver.com/KR1000013/hotels/N4888477?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
25,강원,25,곽골약수펜션,Yanggu Kwakgol Pension,펜션,3급,,동면 금강산로 1775-69,9.3,,,,http://www.mwpension.co.kr/,https://hotels.naver.com/KR1000013/hotels/N5284644?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
26,강원,26,강릉 언덕마루 펜션,Gangneung Undukmaru Pension,펜션,3급,,해안로711번길 9,8.2,5,,,http://unduckmarups.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7231221?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
27,강원,27,풀빌라케이,Gangneung Pool Villa K Pension,펜션,3급,010-5552-1132,사천면 진리해변길 183,8.5,,,,,https://hotels.naver.com/KR1000013/hotels/N3572423?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
28,강원,28,강릉 스테이큐나인,Gangneung Stay Q9,펜션,3급,,주문진읍 해안로 1925,8.5,9,,,http://stayqnine.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070524862?adultCnt=2&pageIndex=2&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
29,강원,29,바다가그리울때 펜션,Gyeongpodae Missing the Sea,펜션,3급,010-8677-4030,저동길 123,8.8,,,,,https://hotels.naver.com/KR1000013/hotels/N3643616?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
30,강원,30,S202 펜션,Gangneung S202 Spa Pension,펜션,3급,010-6451-5202,해안로 637,9.2,,,,http://www.s202.co.kr/,https://hotels.naver.com/KR1000013/hotels/N3925868?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
31,강원,31,삼척 정원 펜션,Samcheok Garden Pension,펜션,3급,,근덕면 용화안길 225-1,6.4,,,,http://jungwonps.kr/,https://hotels.naver.com/KR1000013/hotels/N5258953?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
32,강원,32,강릉 Hello 4000펜션,Gangneung Hello 4000 Pension,펜션,3급,,사천면 해안로 1183,8.5,8,,,http://hello4000.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070460912?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
33,강원,33,강릉 오션그레이트펜션,The Great Ocean Pension,펜션,2급,,강동면 헌화로 982-20,6.5,3,,,http://thegreatocean.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070587825?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
34,강원,34,음악시간 펜션,Gangneung Music Time Spa Pension,펜션,3급,,사천면 해안로 1151,8.7,,,,http://musictime.co.kr/,https://hotels.naver.com/KR1000013/hotels/N5258167?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
35,강원,35,강릉 블루스테이,Gangneung Bluestay,펜션,3급,,"강원도 강릉시 창해로350번길 21 4,5,6층(강문동)",9.2,,,,http://bluestay.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7446656?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
36,강원,36,강릉 블루 마운틴 펜션,Gangreung Blue mountain pension,펜션,3급,,사천면 진리해변길 119,7.2,,,,https://site.onda.me/127431,https://hotels.naver.com/KR1000013/hotels/KYK7151560?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
37,강원,37,고성 오마주 펜션,Goseong Omaju Pension,펜션,3급,,죽왕면 공현진해변길 27,9.8,,,,http://hommagepension.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070298525?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
38,강원,38,가둔지 펜션,Gangnueng Gadunji Pension,펜션,3급,033-644-0177,사천면 가둔지길 41,7.4,,,,https://gadunji.kr/,https://hotels.naver.com/KR1000013/hotels/N3144698?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
39,강원,39,더10월 펜션,Gangneung The October Pension,펜션,3급,010-4401-0604,사천면 해안로 1017-25,9.1,,,,http://the10.kr/,https://hotels.naver.com/KR1000013/hotels/N3645439?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
40,강원,40,경포엔펜션,Gyeongpoen Pension,펜션,3급,010-7390-3811,저동골길 113-6,8.2,,,,http://gyeongpoen.com/,https://hotels.naver.com/KR1000013/hotels/N3872225?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
41,강원,41,강릉 바다의별 펜션,Gangneung Badauibyeol Pension,펜션,3급,,사천면 진리해변길 101,8.6,,,,http://xn--2j1b67oepap25a.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070301260?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
42,강원,42,강릉 구구 스파펜션,Gangneung Gugu Spa Pension,펜션,3급,,주문진읍 해안로 1929,8.4,,,,http://staygugu.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK8092665?adultCnt=2&pageIndex=3&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
43,강원,43,카사 설악 베드 앤드 브렉퍼스트,Casa Seorak Bed and Breakfast,펜션,2급,033-636-0367,하도문길 42,9.5,9.6,4.9,,http://www.sorakpension.com/,https://hotels.naver.com/KR1000013/hotels/N2012155?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
44,강원,44,코미치바다펜션,Gangreung Comichi Bada Pension,펜션,3급,010-8919-1159,해안로 663-16,5.6,,,,https://komichibada.co.kr/,https://hotels.naver.com/KR1000013/hotels/N3869984?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
45,강원,45,속초 써밋베이 1909호,sockcho sumit vay 1909,펜션,2급,,강원 속초시 영랑해안8길 11,9.6,,,,http://summitbayps.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070461634?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
46,강원,46,속초 리안비채 센트럴,Sokcho Rianvichae Central,펜션,2급,,영랑해안8길 11,9.7,,,,,https://hotels.naver.com/KR1000013/hotels/KYK1070461609?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
47,강원,47,"삼척 노마드펜션(장호항, 해상케이블카)",Samcheok Nomad Pension,펜션,2급,,강원도 삼척시 근덕면 삼척로 2058,9.2,,,,http://xn--o80b97d8wfkojuyuced.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070821530?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
48,강원,48,강릉 퀴스테 스파펜션,Gangneung Kwiseute Spapension,펜션,3급,,난설헌로 259,9.8,,,,http://kuste.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7831580?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
49,강원,49,행복이가득한집,Gangneung Happy House Pension,펜션,3급,,연곡면 진고개로 1397-9,9.6,,,,http://xn--o39a31ot1gdklr0ct0y4ia.kr/,https://hotels.naver.com/KR1000013/hotels/N5130091?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
50,강원,50,강릉 위펜션,Gangneung wi Pension,펜션,4급,,창해로 10-1,9.7,,,,http://wepension.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070249546?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
51,강원,51,강릉 라온 펜션,Gangneung Raon Pension,펜션,3급,,난설헌로 203-18,9.7,9,,,http://raonps.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7447921?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
52,강원,52,강릉 까사클라라,Gangneung Casa Clara Pension,펜션,3급,,사천면 진리중앙길 27-1,9.3,6,,,http://casaclara.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070523355?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
53,강원,53,투썸펜션,Gangneung Staybada Pension,펜션,3급,010-4955-2300,해안로 659,8.8,,,,http://2some.pe.kr/,https://hotels.naver.com/KR1000013/hotels/N3863069?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
54,강원,54,강릉 시나미68 펜션,Gangneung Sinami68 Pension,펜션,3급,,연곡면 수터골길 68,6.9,,,,https://sinami68.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070394984?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
55,강원,55,강릉 라끄블랑 펜션,Gangneung Lacblanc Pension,펜션,3급,,경포로371번길 35-1,8.1,9,,,http://lacblanc.kr/,https://hotels.naver.com/KR1000013/hotels/N3644280?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
56,강원,56,고성 씨엘178풀빌라,Goseong (Sokcho) CL 178 Pension,펜션,3급,,강원 고성군 토성면 토성로 126,9.6,,,,http://www.ciel178.com/,https://hotels.naver.com/KR1000013/hotels/KYK7231630?adultCnt=2&pageIndex=4&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
57,강원,57,고성 오늘바다펜션,Goseong Oneul Bada Pension,펜션,2급,,토성면 봉포2길 7,7.4,,,,http://oneulbada.kr/,https://hotels.naver.com/KR1000013/hotels/KYK8704460?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
58,강원,58,산호펜션,Gangneung Sanho Pension,펜션,3급,,해안로406번길 13-5,7.7,,,,http://sanhops.co.kr/,https://hotels.naver.com/KR1000013/hotels/N4888412?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
59,강원,59,한들펜션,Gangneung Handeul Pension,펜션,3급,,사천면 진리해변길 167,9.6,,,,http://xn--py1b59u1iofub.com/,https://hotels.naver.com/KR1000013/hotels/N4557954?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
60,강원,60,바다여행 펜션,Gangneung Gyeongpo Sea Travel Pension,펜션,3급,033-644-5774,경포로371번길 23,7.9,,,,http://www.badatrip.com/,https://hotels.naver.com/KR1000013/hotels/N3643219?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
61,강원,61,경포 메종 드 씨 펜션,Gyeongpo Maison de sea Pension,펜션,2급,033-641-7975,경포로 463번안길 9-4,10,,,,,https://hotels.naver.com/KR1000013/hotels/N3645047?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
62,강원,62,보니따펜션,Sokcho Bonita Pension,펜션,3급,,관광로 250-16,8.5,,,,http://xn--sk4bvd708aqsg.kr/,https://hotels.naver.com/KR1000013/hotels/N5283923?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
63,강원,63,강릉 오란다 펜션,Kangneung Oranda Pension,펜션,4급,,사천면 산대월길 331-5,8.1,8,,,http://benhurps.com/,https://hotels.naver.com/KR1000013/hotels/KYK7233189?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
64,강원,64,양양 포트뷰,Yangyang Poteubyu,펜션,3급,,강현면 물치1길 4,8.5,,,,,https://hotels.naver.com/KR1000013/hotels/KYK8026798?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
65,강원,65,속초 대명 하이디 펜션,Sokcho Daemyung Heidi Pension,펜션,3급,,울산바위길 9-17,8.5,,,,,https://hotels.naver.com/KR1000013/hotels/N4006257?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
66,강원,66,픽션하우스,Hongcheon Fiction House Pension,펜션,3급,,북방면 구룡밭길 71-15,9,,,,https://fictionhouse.kr/,https://hotels.naver.com/KR1000013/hotels/N5283994?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
67,강원,67,속초 버드아일랜드 펜션,Sokcho Bird Island Pension,펜션,3급,,청호해안길 53,9.2,,,,http://xn--hy1ba52sr9ge8gd7fvneqqo.com/,https://hotels.naver.com/KR1000013/hotels/KYK9357753?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
68,강원,68,강릉 캐빈,Gangneung Cabin,펜션,3급,,금성로61번길 13,6.9,6.6,,,http://cabinps.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7231154?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
69,강원,69,나인원펜션,Gangneung Nine One Dog Pension,펜션,3급,,안현로 114-12,8.9,,,,https://nineoneresort.co.kr/,https://hotels.naver.com/KR1000013/hotels/N5285134?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
70,강원,70,아침호수 펜션,Gangneung Five Moon Pension,펜션,3급,033-644-1074,경포로371번길 33,7.6,,,,,https://hotels.naver.com/KR1000013/hotels/N3643057?adultCnt=2&pageIndex=5&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
71,강원,71,강릉 경포의휴일펜션,Gangneung Gyeongpoeui Hyuil Pension,펜션,2급,,강원 강릉시 해안로 368,9.4,,,,http://gpholiday.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070676506?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
72,강원,72,갈매기나는꿈 펜션,Goseong Galmaegi Naneunkkum Pension,펜션,3급,,토성면 아야진북1길 7-8,9.6,,,,http://heimishaya.com/,https://hotels.naver.com/KR1000013/hotels/N5130273?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
73,강원,73,강릉 지탑펜션,Gangneung Gtop Pension,펜션,3급,,강원도 강릉시 난설헌로88번길 6-26,,,,,https://xn--sk4bt7mc4fz3c.com/,https://hotels.naver.com/KR1000013/hotels/KYK1070588827?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
74,강원,74,에델바이스 펜션,Pyeongchang Edelweiss Pension,펜션,3급,033-336-6559,대관령면 송전1길 81-8,9,8.5,4.5,,http://www.edelyp.com/,https://hotels.naver.com/KR1000013/hotels/N2226935?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
75,강원,75,강릉 경포대 로하스 오션뷰 가족 펜션,Gangneung Lohas Pension,펜션,3급,,강원 강릉시 해안로621번길 13 (안현동),8.8,,,,http://lohasps.kr/,https://hotels.naver.com/KR1000013/hotels/KYK7843245?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
76,강원,76,속초 모레브 펜션,Sokcho Moreve Pension,펜션,3급,,청호해안길 49,9.8,,,,,https://hotels.naver.com/KR1000013/hotels/KYK1070322955?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
77,강원,77,하루 펜션,Haroo Pension,펜션,3급,,해안로 651-15,,,,,http://www.haroo.kr/,https://hotels.naver.com/KR1000013/hotels/N4521208?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
78,강원,78,클레이하우스 펜션,Gangneung Clay House Pension,펜션,3급,,성산면 양지말길 69,9.8,,,,,https://hotels.naver.com/KR1000013/hotels/N5285261?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
79,강원,79,탑하우스,Goseong Top House,펜션,2급,,토성면 토성로 28,8.8,,,,http://tophouseps.com/,https://hotels.naver.com/KR1000013/hotels/N5283168?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
80,강원,80,강릉 경포 그곳에가면 솔향펜션,Gangneung Gyeongpogugosegamyun Pension,펜션,3급,,대한민국 강원특별자치도 강릉,8.9,,,,http://gothereps.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK2227486?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
81,강원,81,강릉 다비앙스파펜션,Gangneung Dabian Spa Pension,펜션,2급,,강원 강릉시 경포로463번안길 10-2,8.4,,,,http://dabiang.co.kr/,https://hotels.naver.com/KR1000013/hotels/KYK1070249845?adultCnt=2&pageIndex=6&propertyTypes=7&dCheckIn=2025-08-23&dCheckOut=2025-08-24&dAdultCnt=2&dChildAges=
